Buyer Address,Token,Buy eth,Buy USD,Return Tokens,Return Tokens (fromWei),Token price,Token price USD,Block,Timestamp
0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,eth,0.015,39.34273672649999,1122494346344338393299611,1122494.346344338393299611,1.3363096258659083e-8,0.00003504938519702009,14124492,1643776206000
0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,eth,0.005721466310664178,15.00654285,104795291562322506833648,104795.291562322506833648,5.459659709292933e-8,0.00014319863637266093,14128271,1643827096000
0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,eth,0.01,26.228491151,134971984561599537940143,134971.984561599537940143,7.408944924741863e-8,0.0001943254463968383,14128273,1643827104000
0xAE13245d7ab6621b8583F5a734F8F8728dE4Dcd1,eth,0.78,2045.8223097779999,1495530178155490982187420,1495530.17815549098218742,5.215541694798906e-7,0.0013679578918970464,14128487,1643829791000
0xC5c8eff68183581f8a108CE6414a21a6675A4b79,eth,1.5,3934.2736726499998,656243582806633911003111,656243.582806633911003111,0.0000022857366369736893,0.0059951423156380905,14128488,1643829825000
0x2843b4E0e0B7B812C1B574C77a54308dAed0d0A2,eth,0.11067,290.270711568117,31786776774567846355858,31786.776774567846355858,0.000003481636429666109,0.009131807028649677,14128498,1643829927000
0xdeFD0dE775d82A61D1A93efC18913e7B16906e1c,eth,1.2,3147.41893812,282910036401383552456003,282910.036401383552456003,0.000004241631068533316,0.011125158294683276,14128502,1643829966000
0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,eth,0.000381431087377611,1.0004361899999978,76284017901147449891,76.284017901147449891,0.000005000144170065714,0.013114623711829282,14128830,1643834392000
0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,eth,0.001,2.6228491150999997,199961819018414168960,199.96181901841416896,0.000005000954706797859,0.013116749627379944,14128830,1643834392000
0x580756206Bc33BDf63F26e46eb1BaD3BC5c53a54,eth,0.3,786.85473453,57972388889705099611612,57972.388889705099611612,0.000005174877312210863,0.013572922379083328,14128924,1643835941000
0x58F09dd6DF8dFCe8c209A00BaE4348002BACac1d,eth,457,1198642.0456007,5102530388899710520704579,5102530.388899710520704579,0.00008956340583373688,0.23491129973635894,14129278,1643840487000
0x752515a3A1091b9f1c04416CF79D1F14d2340085,eth,3732,9788472.8975532,3922103167520207834734379,3922103.167520207834734379,0.0009515302990766552,2.4957204029240434,14129286,1643840647000
